State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median rent ($/weekly)","2001",92,
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median rent ($/weekly)","2006",105,
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median rent ($/weekly)","2011",150,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median rent ($/weekly)","2001",58,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median rent ($/weekly)","2006",75,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median rent ($/weekly)","2011",100,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median rent ($/weekly)","2001",190,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median rent ($/weekly)","2006",275,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median rent ($/weekly)","2011",380,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median rent ($/weekly)","2001",165,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median rent ($/weekly)","2011",340,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median rent ($/weekly)","2001",160,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median rent ($/weekly)","2011",310,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median rent ($/weekly)","2001",140,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median rent ($/weekly)","2006",200,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median rent ($/weekly)","2011",290,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median rent ($/weekly)","2001",185,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median rent ($/weekly)","2006",265,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median rent ($/weekly)","2006",203,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median rent ($/weekly)","2011",300,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median rent ($/weekly)","2001",130,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median rent ($/weekly)","2006",175,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median rent ($/weekly)","2011",240,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median rent ($/weekly)","2001",95,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median rent ($/weekly)","2006",115,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median rent ($/weekly)","2011",160,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median rent ($/weekly)","2001",140,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median rent ($/weekly)","2006",185,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median rent ($/weekly)","2011",290,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median rent ($/weekly)","2001",120,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median rent ($/weekly)","2006",160,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median rent ($/weekly)","2011",230,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median rent ($/weekly)","2001",90,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median rent ($/weekly)","2006",120,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median rent ($/weekly)","2011",170,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median rent ($/weekly)","2001",115,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median rent ($/weekly)","2006",150,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median rent ($/weekly)","2011",220,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median rent ($/weekly)","2001",130,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median rent ($/weekly)","2006",195,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median rent ($/weekly)","2011",250,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median rent ($/weekly)","2001",110,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median rent ($/weekly)","2006",150,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median rent ($/weekly)","2011",210,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median rent ($/weekly)","2001",0,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median rent ($/weekly)","2006",0,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median rent ($/weekly)","2011",0,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median rent ($/weekly)","2001",175,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median rent ($/weekly)","2006",245,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median rent ($/weekly)","2011",321,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median rent ($/weekly)","2001",140,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median rent ($/weekly)","2006",180,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median rent ($/weekly)","2011",260,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median rent ($/weekly)","2001",150,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median rent ($/weekly)","2006",200,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median rent ($/weekly)","2011",290,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median rent ($/weekly)","2001",135,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median rent ($/weekly)","2006",180,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median rent ($/weekly)","2011",260,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median rent ($/weekly)","2001",130,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median rent ($/weekly)","2006",180,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median rent ($/weekly)","2011",260,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median rent ($/weekly)","2001",135,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median rent ($/weekly)","2006",175,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median rent ($/weekly)","2011",260,
"South Australia","Statistical Area Level 3","Unley","Annual","Median rent ($/weekly)","2001",145,
"South Australia","Statistical Area Level 3","Unley","Annual","Median rent ($/weekly)","2006",190,
"South Australia","Statistical Area Level 3","Unley","Annual","Median rent ($/weekly)","2011",280,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median rent ($/weekly)","2001",120,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median rent ($/weekly)","2006",160,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median rent ($/weekly)","2011",230,
"South Australia","Statistical Area Level 3","Playford","Annual","Median rent ($/weekly)","2001",100,
"South Australia","Statistical Area Level 3","Playford","Annual","Median rent ($/weekly)","2006",135,
"South Australia","Statistical Area Level 3","Playford","Annual","Median rent ($/weekly)","2011",200,
"South Australia","Statistical Area Level 3","Port Adelaide - East","Annual","Median rent ($/weekly)","2001",105,
"South Australia","Statistical Area Level 3","Port Adelaide - East","Annual","Median rent ($/weekly)","2006",150,
"South Australia","Statistical Area Level 3","Port Adelaide - East","Annual","Median rent ($/weekly)","2011",230,
"South Australia","Statistical Area Level 3","Salisbury","Annual","Median rent ($/weekly)","2001",120,
"South Australia","Statistical Area Level 3","Salisbury","Annual","Median rent ($/weekly)","2006",160,
"South Australia","Statistical Area Level 3","Salisbury","Annual","Median rent ($/weekly)","2011",240,
"South Australia","Statistical Area Level 3","Tea Tree Gully","Annual","Median rent ($/weekly)","2001",145,
"South Australia","Statistical Area Level 3","Tea Tree Gully","Annual","Median rent ($/weekly)","2006",185,
"South Australia","Statistical Area Level 3","Tea Tree Gully","Annual","Median rent ($/weekly)","2011",260,
"South Australia","Statistical Area Level 3","Holdfast Bay","Annual","Median rent ($/weekly)","2001",140,
"South Australia","Statistical Area Level 3","Holdfast Bay","Annual","Median rent ($/weekly)","2006",185,
"South Australia","Statistical Area Level 3","Holdfast Bay","Annual","Median rent ($/weekly)","2011",270,
"South Australia","Statistical Area Level 3","Marion","Annual","Median rent ($/weekly)","2001",110,
"South Australia","Statistical Area Level 3","Marion","Annual","Median rent ($/weekly)","2006",160,
"South Australia","Statistical Area Level 3","Marion","Annual","Median rent ($/weekly)","2011",245,
"South Australia","Statistical Area Level 3","Mitcham","Annual","Median rent ($/weekly)","2001",140,
"South Australia","Statistical Area Level 3","Mitcham","Annual","Median rent ($/weekly)","2006",180,
"South Australia","Statistical Area Level 3","Mitcham","Annual","Median rent ($/weekly)","2011",265,
"South Australia","Statistical Area Level 3","Onkaparinga","Annual","Median rent ($/weekly)","2001",130,
"South Australia","Statistical Area Level 3","Onkaparinga","Annual","Median rent ($/weekly)","2006",170,
"South Australia","Statistical Area Level 3","Onkaparinga","Annual","Median rent ($/weekly)","2011",250,
"South Australia","Statistical Area Level 3","Charles Sturt","Annual","Median rent ($/weekly)","2001",115,
"South Australia","Statistical Area Level 3","Charles Sturt","Annual","Median rent ($/weekly)","2006",155,
"South Australia","Statistical Area Level 3","Charles Sturt","Annual","Median rent ($/weekly)","2011",235,
"South Australia","Statistical Area Level 3","Port Adelaide - West","Annual","Median rent ($/weekly)","2001",95,
"South Australia","Statistical Area Level 3","Port Adelaide - West","Annual","Median rent ($/weekly)","2006",138,
"South Australia","Statistical Area Level 3","Port Adelaide - West","Annual","Median rent ($/weekly)","2011",210,
"South Australia","Statistical Area Level 3","West Torrens","Annual","Median rent ($/weekly)","2001",115,
"South Australia","Statistical Area Level 3","West Torrens","Annual","Median rent ($/weekly)","2006",160,
"South Australia","Statistical Area Level 3","West Torrens","Annual","Median rent ($/weekly)","2011",250,
"South Australia","Statistical Area Level 3","Barossa","Annual","Median rent ($/weekly)","2001",120,
"South Australia","Statistical Area Level 3","Barossa","Annual","Median rent ($/weekly)","2006",150,
"South Australia","Statistical Area Level 3","Barossa","Annual","Median rent ($/weekly)","2011",200,
"South Australia","Statistical Area Level 3","Lower North","Annual","Median rent ($/weekly)","2001",80,
"South Australia","Statistical Area Level 3","Lower North","Annual","Median rent ($/weekly)","2006",115,
"South Australia","Statistical Area Level 3","Lower North","Annual","Median rent ($/weekly)","2011",150,
"South Australia","Statistical Area Level 3","Mid North","Annual","Median rent ($/weekly)","2001",75,
"South Australia","Statistical Area Level 3","Mid North","Annual","Median rent ($/weekly)","2006",100,
"South Australia","Statistical Area Level 3","Mid North","Annual","Median rent ($/weekly)","2011",140,
"South Australia","Statistical Area Level 3","Yorke Peninsula","Annual","Median rent ($/weekly)","2001",85,
"South Australia","Statistical Area Level 3","Yorke Peninsula","Annual","Median rent ($/weekly)","2006",117,
"South Australia","Statistical Area Level 3","Yorke Peninsula","Annual","Median rent ($/weekly)","2011",160,
"South Australia","Statistical Area Level 3","Eyre Peninsula and South West","Annual","Median rent ($/weekly)","2001",81,
"South Australia","Statistical Area Level 3","Eyre Peninsula and South West","Annual","Median rent ($/weekly)","2006",108,
"South Australia","Statistical Area Level 3","Eyre Peninsula and South West","Annual","Median rent ($/weekly)","2011",150,
"South Australia","Statistical Area Level 3","Outback - North and East","Annual","Median rent ($/weekly)","2001",70,
"South Australia","Statistical Area Level 3","Outback - North and East","Annual","Median rent ($/weekly)","2006",100,
"South Australia","Statistical Area Level 3","Outback - North and East","Annual","Median rent ($/weekly)","2011",135,
"South Australia","Statistical Area Level 3","Fleurieu - Kangaroo Island","Annual","Median rent ($/weekly)","2001",115,
"South Australia","Statistical Area Level 3","Fleurieu - Kangaroo Island","Annual","Median rent ($/weekly)","2006",150,
"South Australia","Statistical Area Level 3","Fleurieu - Kangaroo Island","Annual","Median rent ($/weekly)","2011",200,
"South Australia","Statistical Area Level 3","Limestone Coast","Annual","Median rent ($/weekly)","2001",90,
"South Australia","Statistical Area Level 3","Limestone Coast","Annual","Median rent ($/weekly)","2006",116,
"South Australia","Statistical Area Level 3","Limestone Coast","Annual","Median rent ($/weekly)","2011",150,
"South Australia","Statistical Area Level 3","Murray and Mallee","Annual","Median rent ($/weekly)","2001",90,
"South Australia","Statistical Area Level 3","Murray and Mallee","Annual","Median rent ($/weekly)","2006",115,
"South Australia","Statistical Area Level 3","Murray and Mallee","Annual","Median rent ($/weekly)","2011",150,
"South Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (SA)","Annual","Median rent ($/weekly)","2001",0,
"South Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (SA)","Annual","Median rent ($/weekly)","2006",0,
"South Australia","Statistical Area Level 3","Migratory - Offshore - Shipping (SA)","Annual","Median rent ($/weekly)","2011",0,
"Western Australia","Statistical Area Level 3","Augusta - Margaret River - Busselton","Annual","Median rent ($/weekly)","2001",140,
"Western Australia","Statistical Area Level 3","Augusta - Margaret River - Busselton","Annual","Median rent ($/weekly)","2006",180,
